mae,r2_score,dropped mae,dropped r2_score,dataset,episodes,timesteps,forecast_window,rounds,batch_size,pct_adversaries,pct_saturation,server_aggregator,middle_server_aggregator,attack,drop_point,cosine_similarity
2.0872098624455466,0.9702698683653189,2.906150065200745,0.9618425056427637,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,empty,0.4,0.4073777824640274
1.036396254079164,0.9796510739733725,1.6053921096150658,0.9824346470253111,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,empty,0.4,0.21893261546889942
9.057316306991632,0.4685587530565329,11.2249531156957,0.49293380061660763,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,empty,0.4,0.23760269559729771
2.278926656451511,0.960189970590778,2.8892910343553964,0.9597882322863787,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,empty,0.4,0.3926291302296018
9.513607869007677,0.4468883904349882,11.927631690949857,0.41452945559796683,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,empty,0.4,0.23268968054608444
16.995447555454447,-0.20661917699573096,25.001917945702004,-0.729206164049182,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,empty,0.4,0.21750240730276496
3.437528241809025,0.9112766705869282,3.376006592153443,0.9538974526217928,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,empty,0.4,0.2067967140593274
2.762147428001146,0.9476003832821243,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,empty,1.1,0.344765416201618
1.0273090537370433,0.9760694556016825,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,empty,1.1,0.4741045315853424
9.316200552152402,0.44090954790018466,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,empty,1.1,0.5937906366255549
10.50321873230655,0.3407260010107953,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,empty,1.1,0.5987414939535989
0.9637642217992696,0.9770404141112896,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,empty,1.1,0.428597384194533
9.350754913985153,0.45295275947716485,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,empty,1.1,0.04110386523660467
2.1473292463322675,0.9632928971297828,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,empty,1.1,0.0476146894827625
9.352980891222819,0.4400367220067986,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,empty,1.1,0.06911067814384442
17.917704339199652,-0.3125860609398088,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,empty,1.1,0.04607994323066307
2.8095524322538297,0.9310639526745486,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,empty,1.1,0.0006179421513127941
1.318085895635107,0.9716462794498508,2.38856541098557,0.9865621242076072,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,empty,0.4,0.49398247064514594
10.521788530242336,0.3081718158034653,13.0703566197076,0.3677456819508391,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,empty,0.4,0.4157032052393664
8.530783221614056,0.39237611149548174,18.026730310664437,0.30169129883558443,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,empty,0.4,0.3957246793942018
3.959180834834628,0.8853747294955233,7.71391562573297,0.853258507537058,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,empty,0.4,0.626276229728352
1.6459130804973128,0.9665611445267486,2.789564505083449,0.9760958452718274,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,empty,0.4,0.47452757307751614
7.955055061010962,0.46473588225327067,16.146936731915808,0.42776227658191485,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,empty,0.4,0.30296176111858325
9.064995149235479,0.39073662151611205,18.21999190877368,0.3402611994764969,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,empty,0.4,0.31560201153647616
7.917625200040348,0.44708366887434475,16.519059928925202,0.40920053395476236,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,empty,0.4,0.29712190060273497
1.3259426367188172,0.973839256966305,1.895599338893575,0.9904059675052581,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,empty,0.4,0.22209259031133954
1.0278973990470075,0.975495512467879,1.6287836113947198,0.991289733324538,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,empty,0.4,0.15187666157550164
1.5699702761603507,0.9716898744824334,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,empty,1.1,0.3862830501786293
10.167759781930581,0.13533222657502242,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,empty,1.1,0.3375110830502962
9.28587371509745,0.44021070030831966,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,empty,1.1,0.4150782499794873
17.768724266108443,-0.29526454689097925,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,empty,1.1,0.5461419816889794
1.2900049406617886,0.9738035885741629,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,empty,1.1,0.4208106573768496
1.2515238198389445,0.9743372848163863,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,empty,1.1,0.0408812802680115
9.534878448858555,0.27138073645130284,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,empty,1.1,0.029826725518553258
9.211257614813357,0.4681361050980686,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,empty,1.1,0.05455066184464311
3.4029241823495084,0.8389604662067358,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,empty,1.1,0.043418218614607464
1.0823249476377539,0.9747415305356076,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,empty,1.1,0.05213534983856096
2.9446466531995688,0.9318905144682111,3.768127027940778,0.9359148623068928,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,empty,0.4,0.2414452486981948
2.5870547598187024,0.9547475923201663,3.8613234350286874,0.9464372594594253,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,empty,0.4,0.4764596124490102
10.400623470144527,0.44162767880118475,13.395373941923012,0.4213642841519939,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,empty,0.4,0.3657220115264257
8.876895150748167,0.7422804400180634,13.943549674262071,0.5769288617026114,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,empty,0.4,0.4537465545038382
10.468969726744927,0.4291239120520786,14.337556073089122,0.3042668152928805,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,empty,0.4,0.431772755086422
10.788615517978052,0.502400385971755,17.542094470461056,0.07753572447272555,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,empty,0.4,0.2631774695414182
12.752749369534161,0.22709413090138136,17.86137178191609,-0.1746334105858034,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,empty,0.4,0.3105121850967407
4.41343008762119,0.8792795780283459,4.500297276577988,0.9260809855500259,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,empty,0.4,0.13324112236944613
5.071051693169685,0.8985142209316695,7.756183771442085,0.8250770071393758,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,empty,0.4,0.46322868845115106
3.8174640924137475,0.8519774176969068,6.309233451268403,0.7373453007714117,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,empty,0.4,0.2897152678420146
4.078908622386901,0.8633475336689052,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,empty,1.1,0.4347269106242392
10.748780476413202,0.4212480415402897,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,empty,1.1,0.4168092007852263
1.906553476774453,0.9614871045122105,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,empty,1.1,0.3389227069086499
1.809989886579983,0.9701100092659526,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,empty,1.1,0.2714055780838761
3.96179963789771,0.6723473774178024,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,empty,1.1,0.2851487599934141
2.479145905226589,0.9481447922464137,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,empty,1.1,0.04217877419227718
13.54367059199333,0.3050920279368139,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,empty,1.1,0.33099658178786434
14.915859081825296,0.05181027863133442,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,empty,1.1,0.31694338888757756
4.053457828839646,0.9205087998932993,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,empty,1.1,0.3355388869841894
4.1028109019561585,0.9207017201417664,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,empty,1.1,0.1352861566467623
11.479006494987047,0.26208723155269414,15.246393706895887,0.12065042503043172,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,lie,0.4,0.46837127904097237
17.580618752451333,-0.2958779483089269,26.020637484055555,-0.8549168164225194,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,lie,0.4,0.37692609628041585
11.757135594350594,0.24741093901736289,15.624091832547556,0.11003641382188617,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,lie,0.4,0.6117986599604289
17.564860910596224,-0.2931106564958229,25.9879744323328,-0.850121607855783,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,lie,0.4,0.537100180486838
11.564734703294269,0.26011643455365513,15.263906943552408,0.11994207726848838,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,lie,0.4,0.5151236414909363
11.390385763073766,0.26513789599126103,15.144347043603824,0.12495302422199778,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,lie,0.4,0.5560880015293758
17.52567480364165,-0.2882922562435255,25.91958017064521,-0.8417526394438262,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,lie,0.4,0.5941178100804488
11.583139875316771,0.25185407946339416,15.349129744481054,0.11624936876356512,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,lie,0.4,0.6356583168109258
17.422751601258184,-0.27663772391230523,25.755842252486886,-0.821496042895051,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,lie,0.4,0.669546686609586
11.524544659252866,0.24914940807619446,15.183556994334822,0.11509999505703372,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,lie,0.4,0.5683471947908402
11.611424634608028,0.23647683686905296,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,lie,1.1,0.6850280536545648
18.37641917263277,-0.3624502432259825,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,lie,1.1,0.5204278629273176
12.139565286749841,0.2192516509110013,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,lie,1.1,0.7935108833842808
18.33501214208107,-0.35746076335045507,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,lie,1.1,0.455608974231614
11.497908506918238,0.23275268522358328,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,lie,1.1,0.8683995008468628
11.610182114463083,0.2381843230659969,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,lie,1.1,0.9457798719406127
18.453296562328447,-0.3726674307462564,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,lie,1.1,0.9789106196827358
11.84994454595537,0.22575373426845746,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,lie,1.1,0.9342291990915934
18.441239070757675,-0.37057080109230356,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,lie,1.1,0.9803962296909756
11.665273831199244,0.23058297242522963,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,lie,1.1,0.9634626269340515
9.6642998086044,0.2925336251670122,20.57746896113327,0.014689442580546663,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,lie,0.4,0.5384580291299658
17.302720894540364,-0.35796073251367977,27.32700238888946,-0.5779312375233202,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,lie,0.4,0.5744717982004989
9.817430715967863,0.28814549042679233,20.865539857110704,-0.005677003440070161,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,lie,0.4,0.6284362696788528
17.273891317848907,-0.35441403851451003,27.30880964831176,-0.5731664892533451,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,lie,0.4,0.6641103160652247
9.862043640318246,0.28665215494346996,20.936278317490995,-0.007852304623116313,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,lie,0.4,0.4643847876905718
9.76036928198359,0.289441210748137,20.780868134579876,-0.0075929662893617356,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,lie,0.4,0.5104570941491561
17.24031447222574,-0.3509816679866208,27.282799487457503,-0.5685791165318721,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,lie,0.4,0.7994931432333859
9.95444449453051,0.28061328749067777,21.15650818443139,-0.03727898495936016,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,lie,0.4,0.5444043320688334
17.15316012581056,-0.3412251530203081,27.220558852492086,-0.5555254064293406,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,lie,0.4,0.7107827070084485
9.727214637821046,0.28215994166938274,20.940331825518676,-0.03148523237224515,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,lie,0.4,0.5173776627941565
11.521199094498849,0.23605106846244917,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,lie,1.1,0.5473934056699957
18.278326746565682,-0.34951784467900293,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,lie,1.1,0.6405321847939608
11.729534189277445,0.2277884001070365,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,lie,1.1,0.5353907759109622
18.251312540563358,-0.3457338243272191,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,lie,1.1,0.7118706037259959
11.53722772511807,0.23252011410826545,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,duttagupta,fedavg,lie,1.1,0.6276297139040395
11.601654914818385,0.23697582184964466,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,lie,1.1,0.7890579976092756
18.450125708936028,-0.3722544014425404,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,lie,1.1,0.8534854657558444
11.861874825064897,0.2231283182976997,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,lie,1.1,0.8301374094645961
18.43131106653742,-0.36910872368888914,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,lie,1.1,0.8744650142544308
11.710071326407812,0.228118133138915,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,duttagupta,fedavg,lie,1.1,0.8431350013265521
10.286245154643085,0.449850731830206,13.22790503397873,0.3937223769987624,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,lie,0.4,0.272900415211916
10.143839199330126,0.4337650347470615,13.427357865593585,0.3631031392645669,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,lie,0.4,0.3317513675739368
16.990699000098232,-0.12216508638287271,24.586960884514383,-0.5444783781602438,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,lie,0.4,0.5137083421150843
12.86313249846682,0.29796957601994933,18.259669718207398,0.07613769457853364,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,lie,0.4,0.4396959215402603
16.833087274291813,-0.08195380981433392,24.330889147613057,-0.4747874603110913,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,lie,0.4,0.3956575274467468
9.80754008876439,0.5001697517254887,12.81008239503442,0.4619702214986411,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,lie,0.4,0.4238265829781691
17.51595767603845,-0.25585159078420805,25.739198758865562,-0.7814781295553154,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,lie,0.4,0.3482396846016248
45.449821155956215,-4.508633038568798,70.72790801951815,-7.526028479493792,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,lie,0.4,0.3395254414839049
3.566548517923443,0.9021795864761031,5.477423626582027,0.9072426756636817,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,lie,0.4,0.4714945043126742
9.900879490216907,0.45260499813497196,12.380829037591864,0.41526738774757804,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,lie,0.4,0.30861790627241137
10.856760918266081,0.4196040789762373,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,lie,1.1,0.6382665102680524
10.86715229898586,0.3946570080129978,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,lie,1.1,0.3662250053551462
9.876691147315352,0.4473096892063979,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,lie,1.1,0.4443826940324571
16.7195066024343,-0.10022634181723311,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,lie,1.1,0.9275742842091454
11.86599800707549,0.3665498728314803,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,ssfgm,ssfgm,lie,1.1,0.41691735982894895
17.78224610916293,-0.25597209039507285,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,lie,1.1,0.24459047992196348
17.860096765639312,-0.26498698610965654,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,lie,1.1,0.2565987096478542
16.292056311563833,-0.01897067235666855,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,lie,1.1,0.2420248353646861
18.484210851024933,-0.3722062277760897,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,lie,1.1,0.36627298125790225
13.330371399960958,0.2930434462088275,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,ssfgm,ssfgm,lie,1.1,0.3474867535961999
1.688849043024378,0.9746435336893511,2.4701821154694876,0.9696193066145842,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,ipm,0.4,0.8946570912996928
8.157125047627206,0.3863639549134437,9.224261116453706,0.5498174956094104,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,ipm,0.4,0.8370218276977539
9.57525369173964,0.4464436349235359,12.103655060588943,0.4114373304346851,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,ipm,0.4,0.8335801601409912
9.413131916379076,-0.9380827143569901,12.183832297693854,-0.29912481354560794,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,ipm,0.4,0.6769032597541809
4.011783170359216,0.9116919617675318,4.411863705877688,0.9092581099251007,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,ipm,0.4,0.6575367410977682
9.020905635602796,0.4688735830471774,11.165000437477842,0.4940077482557192,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,ipm,0.4,0.48708224991957344
1.8519611155348623,0.9707113402089692,2.1640836110010104,0.9751270551310895,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,ipm,0.4,0.2666838226219018
9.50395006087167,0.44694440744009395,11.894943842493342,0.41468561323968345,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,ipm,0.4,0.3559741921722889
10.38666184394936,0.45715267245519764,12.938282742416968,0.4509606122750441,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,ipm,0.4,0.5153449709216754
2.0640172643937458,0.9592140490010537,2.1467305440284337,0.973958630886111,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,ipm,0.4,0.3647447325289249
3.1351408349136562,0.9371179382978125,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,ipm,1.1,0.41801678923269114
0.9962540124463299,0.9767966613636797,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,ipm,1.1,0.4352195209927029
9.321646468016567,0.44082733851150757,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,ipm,1.1,0.5879790264699194
7.981840308311256,0.6100481274156551,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,ipm,1.1,0.5533925093710422
1.2792885549504895,0.9712134635957076,0.0,0.0,l2rpn,10,100,24,50,128,1.0,0.5,fedavg,fedavg,ipm,1.1,0.3176940073983537
9.334668445835268,0.44652636805119317,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,ipm,1.1,0.6369303279452854
2.723393192312178,0.9292840663383136,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,ipm,1.1,0.4587480475505193
9.382686143901523,0.4395922661976738,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,ipm,1.1,0.7346548159917196
17.928997334173005,-0.31413561958064307,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,ipm,1.1,0.5658594343397353
2.391206307035697,0.9454058723135512,0.0,0.0,l2rpn,10,100,24,50,128,0.5,1.0,fedavg,fedavg,ipm,1.1,0.4656438344882594
